Combination,# Total used,# Children used,# Adults used,# Total found,# Children found,# Adults found,Total used (%),Children used (%),Adults used (%),Difference,Ratio Children:Adults used(%),Fisher's Exact Test,p-Value,Success
sand + metal,1,0,1,13,7,6,8,0,17,17,0:100,0.0,0.46,False
blade + gun,1,0,1,4,3,1,25,0,100,100,0:100,0.0,0.25,True
bayonet + bayonet,1,0,1,2,1,1,50,0,100,100,0:100,0.0,1.0,False
blade + explosion,1,0,1,5,3,2,20,0,50,50,0:100,0.0,0.4,False
water + blade,1,0,1,13,6,7,8,0,14,14,0:100,0.0,1.0,False
blade + air,1,0,1,13,6,7,8,0,14,14,0:100,0.0,1.0,False
blade + earth,1,0,1,13,6,7,8,0,14,14,0:100,0.0,1.0,False
blade + fire,1,0,1,13,6,7,8,0,14,14,0:100,0.0,1.0,False
blade + metal,1,0,1,13,6,7,8,0,14,14,0:100,0.0,1.0,True
blade + stone,1,0,1,13,6,7,8,0,14,14,0:100,0.0,1.0,False
sword + sword,1,0,1,7,3,4,14,0,25,25,0:100,0.0,1.0,False
sword + gun,1,0,1,2,1,1,50,0,100,100,0:100,0.0,1.0,True
sword + stone,1,0,1,7,3,4,14,0,25,25,0:100,0.0,1.0,True
excalibur + excalibur,1,0,1,5,1,4,20,0,25,25,0:100,0.0,1.0,False
sword + air,1,0,1,7,3,4,14,0,25,25,0:100,0.0,1.0,False
sword + earth,1,0,1,7,3,4,14,0,25,25,0:100,0.0,1.0,False
sword + fire,1,0,1,7,3,4,14,0,25,25,0:100,0.0,1.0,False
energy + blender,1,0,1,5,1,4,20,0,25,25,0:100,0.0,1.0,False
electricity + pressure,1,0,1,9,3,6,11,0,17,17,0:100,0.0,1.0,False
electricity + scissors,1,0,1,5,1,4,20,0,25,25,0:100,0.0,1.0,False
glass + salt,1,0,1,4,2,2,25,0,50,50,0:100,0.0,1.0,False
scythe + scythe,1,0,1,2,1,1,50,0,100,100,0:100,0.0,1.0,False
gun + scythe,1,0,1,2,1,1,50,0,100,100,0:100,0.0,1.0,False
sword + scythe,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
scythe + atomic bomb,1,0,1,2,1,1,50,0,100,100,0:100,0.0,1.0,False
plant + blade,1,0,1,6,4,2,17,0,50,50,0:100,0.0,0.33,False
blade + tobacco,1,0,1,4,3,1,25,0,100,100,0:100,0.0,0.25,False
sand + scythe,1,0,1,2,1,1,50,0,100,100,0:100,0.0,1.0,False
city + boiler,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
sandstone + dune,1,0,1,4,1,3,25,0,33,33,0:100,0.0,1.0,False
sand + dune,1,0,1,11,5,6,9,0,17,17,0:100,0.0,1.0,False
sandstone + desert,1,0,1,3,1,2,33,0,50,50,0:100,0.0,1.0,False
city + desert,1,0,1,3,2,1,33,0,100,100,0:100,0.0,0.33,False
desert + air,1,0,1,6,4,2,17,0,50,50,0:100,0.0,0.33,False
wind + desert,1,0,1,6,4,2,17,0,50,50,0:100,0.0,0.33,True
desert + earth,1,0,1,6,4,2,17,0,50,50,0:100,0.0,0.33,False
desert + fire,1,0,1,6,4,2,17,0,50,50,0:100,0.0,0.33,False
desert + water,1,0,1,6,4,2,17,0,50,50,0:100,0.0,0.33,True
oasis + fire,1,0,1,4,2,2,25,0,50,50,0:100,0.0,1.0,False
earth + oasis,1,0,1,4,2,2,25,0,50,50,0:100,0.0,1.0,False
water + oasis,1,0,1,4,2,2,25,0,50,50,0:100,0.0,1.0,False
ocean + oasis,1,0,1,4,2,2,25,0,50,50,0:100,0.0,1.0,False
metal + wind,1,0,1,17,8,9,6,0,11,11,0:100,0.0,1.0,False
city + metal,1,0,1,6,2,4,17,0,25,25,0:100,0.0,1.0,False
hurricane + house,1,0,1,9,5,4,11,0,25,25,0:100,0.0,0.44,False
city + hurricane,1,0,1,8,4,4,12,0,25,25,0:100,0.0,1.0,False
fire + hay,1,0,1,5,1,4,20,0,25,25,0:100,0.0,1.0,False
earth + hay,1,0,1,5,1,4,20,0,25,25,0:100,0.0,1.0,False
hay + air,1,0,1,5,1,4,20,0,25,25,0:100,0.0,1.0,False
geyser + aquarium,1,0,1,4,2,2,25,0,50,50,0:100,0.0,1.0,False
steam + glass,1,0,1,12,6,6,8,0,17,17,0:100,0.0,1.0,False
earthquake + aquarium,1,0,1,7,3,4,14,0,25,25,0:100,0.0,1.0,False
stone + aquarium,1,0,1,9,5,4,11,0,25,25,0:100,0.0,0.44,False
glass + energy,1,0,1,11,5,6,9,0,17,17,0:100,0.0,1.0,False
lava + storm,1,0,1,21,15,6,5,0,17,17,0:100,0.0,0.29,False
tobacco + storm,1,0,1,8,3,5,12,0,20,20,0:100,0.0,1.0,False
tobacco + cloud,1,0,1,14,6,8,7,0,12,12,0:100,0.0,1.0,False
tobacco + earthquake,1,0,1,18,5,13,6,0,8,8,0:100,0.0,1.0,False
tobacco + fog,1,0,1,4,0,4,25,0,25,25,0:100,nan,1.0,False
sky + tobacco,1,0,1,8,2,6,12,0,17,17,0:100,0.0,1.0,False
sea + storm,1,0,1,13,9,4,8,0,25,25,0:100,0.0,0.31,False
stone + horizon,1,0,1,5,1,4,20,0,25,25,0:100,0.0,1.0,False
city + fire,1,0,1,22,14,8,5,0,12,12,0:100,0.0,0.36,False
garden + volcano,1,0,1,19,11,8,5,0,12,12,0:100,0.0,0.42,False
tobacco + ocean,1,0,1,9,3,6,11,0,17,17,0:100,0.0,1.0,False
garden + tobacco,1,0,1,17,8,9,6,0,11,11,0:100,0.0,1.0,False
coal + energy,1,0,1,5,1,4,20,0,25,25,0:100,0.0,1.0,False
fire + coal,1,0,1,7,2,5,14,0,20,20,0:100,0.0,1.0,False
wave + wall,1,0,1,6,3,3,17,0,33,33,0:100,0.0,1.0,False
wave + steam,1,0,1,10,5,5,10,0,20,20,0:100,0.0,1.0,False
house + wave,1,0,1,5,3,2,20,0,50,50,0:100,0.0,0.4,False
algae + coal,1,0,1,7,2,5,14,0,20,20,0:100,0.0,1.0,False
earthquake + house,1,0,1,14,7,7,7,0,14,14,0:100,0.0,1.0,False
mud + house,1,0,1,23,15,8,4,0,12,12,0:100,0.0,0.35,False
geyser + wall,1,0,1,12,5,7,8,0,14,14,0:100,0.0,1.0,False
garden + village,1,0,1,11,7,4,9,0,25,25,0:100,0.0,0.36,False
city + algae,1,0,1,11,6,5,9,0,20,20,0:100,0.0,0.45,False
earthquake + village,1,0,1,13,7,6,8,0,17,17,0:100,0.0,0.46,False
brick + plant,1,0,1,32,17,15,3,0,7,7,0:100,0.0,0.47,False
brick + village,1,0,1,22,15,7,5,0,14,14,0:100,0.0,0.32,False
lava + wall,1,0,1,27,17,10,4,0,10,10,0:100,0.0,0.37,False
coal + volcano,1,0,1,5,1,4,20,0,25,25,0:100,0.0,1.0,False
coal + pressure,1,0,1,7,2,5,14,0,20,20,0:100,0.0,1.0,True
coal + rain,1,0,1,7,2,5,14,0,20,20,0:100,0.0,1.0,False
coal + village,1,0,1,3,2,1,33,0,100,100,0:100,0.0,0.33,False
coal + wall,1,0,1,4,2,2,25,0,50,50,0:100,0.0,1.0,False
coal + wind,1,0,1,3,0,3,33,0,33,33,0:100,nan,1.0,False
water + diamond,1,0,1,2,0,2,50,0,50,50,0:100,nan,1.0,False
diamond + fire,1,0,1,2,0,2,50,0,50,50,0:100,nan,1.0,False
diamond + earth,1,0,1,2,0,2,50,0,50,50,0:100,nan,1.0,False
diamond + air,1,0,1,2,0,2,50,0,50,50,0:100,nan,1.0,False
diamond + algae,1,0,1,2,0,2,50,0,50,50,0:100,nan,1.0,False
diamond + brick,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
diamond + city,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
diamond + coal,1,0,1,2,0,2,50,0,50,50,0:100,nan,1.0,False
diamond + diamond,1,0,1,2,0,2,50,0,50,50,0:100,nan,1.0,False
diamond + earthquake,1,0,1,2,0,2,50,0,50,50,0:100,nan,1.0,False
diamond + energy,1,0,1,2,0,2,50,0,50,50,0:100,nan,1.0,False
diamond + flood,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
garden + diamond,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
diamond + geyser,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
diamond + house,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
diamond + lava,1,0,1,2,0,2,50,0,50,50,0:100,nan,1.0,False
diamond + pressure,1,0,1,2,0,2,50,0,50,50,0:100,nan,1.0,False
hurricane + pressure,1,0,1,19,10,9,5,0,11,11,0:100,0.0,0.47,False
swamp + village,1,0,1,3,2,1,33,0,100,100,0:100,0.0,0.33,False
steam + village,1,0,1,22,15,7,5,0,14,14,0:100,0.0,0.32,False
steam + house,1,0,1,23,15,8,4,0,12,12,0:100,0.0,0.35,False
wave + energy,1,0,1,11,6,5,9,0,20,20,0:100,0.0,0.45,False
river + dust,1,0,1,12,10,2,8,0,50,50,0:100,0.0,0.17,False
atomic bomb + rain,1,0,1,19,11,8,5,0,12,12,0:100,0.0,0.42,False
atomic bomb + sea,1,0,1,9,4,5,11,0,20,20,0:100,0.0,1.0,False
gunpowder + tsunami,1,0,1,7,5,2,14,0,50,50,0:100,0.0,0.29,False
pressure + coal,1,0,1,7,2,5,14,0,20,20,0:100,0.0,1.0,True
coal + water,1,0,1,7,2,5,14,0,20,20,0:100,0.0,1.0,False
air + coal,1,0,1,7,2,5,14,0,20,20,0:100,0.0,1.0,False
explosion + coal,1,0,1,2,0,2,50,0,50,50,0:100,nan,1.0,False
gunpowder + coal,1,0,1,3,1,2,33,0,50,50,0:100,0.0,1.0,False
lava + diamond,1,0,1,2,0,2,50,0,50,50,0:100,nan,1.0,False
coal + lava,1,0,1,7,2,5,14,0,20,20,0:100,0.0,1.0,False
coal + atomic bomb,1,0,1,2,0,2,50,0,50,50,0:100,nan,1.0,False
rain + coal,1,0,1,7,2,5,14,0,20,20,0:100,0.0,1.0,False
fire + dew,1,0,1,16,5,11,6,0,9,9,0:100,0.0,1.0,False
rain + grass,1,0,1,38,21,17,3,0,6,6,0:100,0.0,0.45,False
wind + atomic bomb,1,0,1,11,6,5,9,0,20,20,0:100,0.0,0.45,False
atomic bomb + swamp,1,0,1,3,2,1,33,0,100,100,0:100,0.0,0.33,False
atomic bomb + brick,1,0,1,9,5,4,11,0,25,25,0:100,0.0,0.44,False
dew + atomic bomb,1,0,1,3,0,3,33,0,33,33,0:100,nan,1.0,False
plant + dew,1,0,1,16,5,11,6,0,9,9,0:100,0.0,1.0,False
energy + cotton,1,0,1,5,2,3,20,0,33,33,0:100,0.0,1.0,False
steam + cotton,1,0,1,5,2,3,20,0,33,33,0:100,0.0,1.0,False
gunpowder + storm,1,0,1,9,6,3,11,0,33,33,0:100,0.0,0.33,False
storm + hurricane,1,0,1,9,4,5,11,0,20,20,0:100,0.0,1.0,False
wind + sky,1,0,1,18,9,9,6,0,11,11,0:100,0.0,1.0,False
dew + rainbow,1,0,1,3,0,3,33,0,33,33,0:100,nan,1.0,False
steam + rainbow,1,0,1,8,2,6,12,0,17,17,0:100,0.0,1.0,False
wind + rainbow,1,0,1,3,0,3,33,0,33,33,0:100,nan,1.0,False
rainbow + storm,1,0,1,2,0,2,50,0,50,50,0:100,nan,1.0,False
sun + cotton,1,0,1,3,1,2,33,0,50,50,0:100,0.0,1.0,False
cotton + storm,1,0,1,3,1,2,33,0,50,50,0:100,0.0,1.0,False
cotton + tobacco,1,0,1,3,0,3,33,0,33,33,0:100,nan,1.0,False
fire + rainbow,1,0,1,8,2,6,12,0,17,17,0:100,0.0,1.0,False
water + rainbow,1,0,1,8,2,6,12,0,17,17,0:100,0.0,1.0,True
fire + paint,1,0,1,2,1,1,50,0,100,100,0:100,0.0,1.0,False
paint + water,1,0,1,2,1,1,50,0,100,100,0:100,0.0,1.0,False
paint + energy,1,0,1,2,1,1,50,0,100,100,0:100,0.0,1.0,False
paint + brick,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
storm + sun,1,0,1,4,1,3,25,0,33,33,0:100,0.0,1.0,False
air + rainbow,1,0,1,8,2,6,12,0,17,17,0:100,0.0,1.0,False
earth + rainbow,1,0,1,8,2,6,12,0,17,17,0:100,0.0,1.0,False
algae + rainbow,1,0,1,4,2,2,25,0,50,50,0:100,0.0,1.0,False
cloud + rainbow,1,0,1,8,2,6,12,0,17,17,0:100,0.0,1.0,False
energy + rainbow,1,0,1,7,1,6,14,0,17,17,0:100,0.0,1.0,False
explosion + rainbow,1,0,1,2,0,2,50,0,50,50,0:100,nan,1.0,False
grass + rainbow,1,0,1,5,2,3,20,0,33,33,0:100,0.0,1.0,False
hurricane + rainbow,1,0,1,3,0,3,33,0,33,33,0:100,nan,1.0,False
plant + rainbow,1,0,1,5,2,3,20,0,33,33,0:100,0.0,1.0,False
gunpowder + sun,1,0,1,5,2,3,20,0,33,33,0:100,0.0,1.0,False
sun + dew,1,0,1,4,0,4,25,0,25,25,0:100,nan,1.0,False
swamp + sky,1,0,1,4,2,2,25,0,50,50,0:100,0.0,1.0,False
horizon + sun,1,0,1,6,1,5,17,0,20,20,0:100,0.0,1.0,False
paint + atomic bomb,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
sun + wind,1,0,1,5,1,4,20,0,25,25,0:100,0.0,1.0,False
sun + swamp,1,0,1,4,2,2,25,0,50,50,0:100,0.0,1.0,False
sun + rainbow,1,0,1,8,2,6,12,0,17,17,0:100,0.0,1.0,False
plant + sun,1,0,1,8,4,4,12,0,25,25,0:100,0.0,1.0,True
sun + tobacco,1,0,1,4,1,3,25,0,33,33,0:100,0.0,1.0,False
day + horizon,1,0,1,3,0,3,33,0,33,33,0:100,nan,1.0,False
sun + hurricane,1,0,1,4,1,3,25,0,33,33,0:100,0.0,1.0,False
sun + grass,1,0,1,8,4,4,12,0,25,25,0:100,0.0,1.0,True
hay + sun,1,0,1,3,0,3,33,0,33,33,0:100,nan,1.0,False
hay + energy,1,0,1,5,1,4,20,0,25,25,0:100,0.0,1.0,False
cotton + hay,1,0,1,2,0,2,50,0,50,50,0:100,nan,1.0,False
explosion + hay,1,0,1,4,1,3,25,0,33,33,0:100,0.0,1.0,False
hay + wind,1,0,1,3,0,3,33,0,33,33,0:100,nan,1.0,False
hay + dust,1,0,1,4,1,3,25,0,33,33,0:100,0.0,1.0,False
dust + cotton,1,0,1,4,2,2,25,0,50,50,0:100,0.0,1.0,False
gunpowder + cotton,1,0,1,2,0,2,50,0,50,50,0:100,nan,1.0,False
atomic bomb + sun,1,0,1,2,0,2,50,0,50,50,0:100,nan,1.0,False
horizon + storm,1,0,1,9,3,6,11,0,17,17,0:100,0.0,1.0,False
swamp + storm,1,0,1,4,1,3,25,0,33,33,0:100,0.0,1.0,False
day + storm,1,0,1,3,1,2,33,0,50,50,0:100,0.0,1.0,False
swamp + brick,1,0,1,13,8,5,8,0,20,20,0:100,0.0,0.38,False
hay + horizon,1,0,1,3,0,3,33,0,33,33,0:100,nan,1.0,False
air + paint,1,0,1,2,1,1,50,0,100,100,0:100,0.0,1.0,False
earth + paint,1,0,1,2,1,1,50,0,100,100,0:100,0.0,1.0,False
earthquake + swamp,1,0,1,12,4,8,8,0,12,12,0:100,0.0,1.0,False
rain + dew,1,0,1,16,5,11,6,0,9,9,0:100,0.0,1.0,False
dew + grass,1,0,1,16,5,11,6,0,9,9,0:100,0.0,1.0,False
dew + swamp,1,0,1,9,4,5,11,0,20,20,0:100,0.0,1.0,False
rust + sword,1,0,1,2,0,2,50,0,50,50,0:100,nan,1.0,False
obsidian + sword,1,0,1,4,1,3,25,0,33,33,0:100,0.0,1.0,False
excalibur + rust,1,0,1,2,0,2,50,0,50,50,0:100,nan,1.0,False
earth + excalibur,1,0,1,5,1,4,20,0,25,25,0:100,0.0,1.0,False
air + excalibur,1,0,1,5,1,4,20,0,25,25,0:100,0.0,1.0,False
air + sword,1,0,1,7,3,4,14,0,25,25,0:100,0.0,1.0,False
blade + pressure,1,0,1,7,3,4,14,0,25,25,0:100,0.0,1.0,False
excalibur + garden,1,0,1,3,1,2,33,0,50,50,0:100,0.0,1.0,False
stone + garden,1,0,1,12,9,3,8,0,33,33,0:100,0.0,0.25,False
rust + rain,1,0,1,7,2,5,14,0,20,20,0:100,0.0,1.0,False
garden + flood,1,0,1,12,7,5,8,0,20,20,0:100,0.0,0.42,False
scissors + sword,1,0,1,3,1,2,33,0,50,50,0:100,0.0,1.0,False
rust + wall,1,0,1,3,0,3,33,0,33,33,0:100,nan,1.0,False
ocean + brick,1,0,1,22,13,9,5,0,11,11,0:100,0.0,0.41,False
rain + horizon,1,0,1,16,8,8,6,0,12,12,0:100,0.0,1.0,False
ocean + horizon,1,0,1,6,3,3,17,0,33,33,0:100,0.0,1.0,False
sky + house,1,0,1,6,4,2,17,0,50,50,0:100,0.0,0.33,True
skyscraper + sky,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
garden + skyscraper,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
earth + skyscraper,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
skyscraper + air,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
fire + skyscraper,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
skyscraper + plant,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
ocean + algae,1,0,1,13,6,7,8,0,14,14,0:100,0.0,1.0,False
rust + algae,1,0,1,2,0,2,50,0,50,50,0:100,nan,1.0,False
sky + stone,1,0,1,18,12,6,6,0,17,17,0:100,0.0,0.33,True
moon + fire,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
moon + cloud,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
moon + sea,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,True
tide + sea,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
algae + tide,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
tide + tide,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
earth + tide,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
water + tide,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
ocean + tide,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
tide + moon,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
pond + tide,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
moon + horizon,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
sky + moon,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,True
night + fire,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
night + water,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
night + earth,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
air + night,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
ocean + night,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
sea + night,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
rain + night,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
moon + moon,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
night + moon,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
plant + moon,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
blade + moon,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
sun + moon,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,True
eclipse + sky,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
eclipse + rain,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
eclipse + ocean,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
earth + eclipse,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
cloud + eclipse,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
water + eclipse,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
tide + eclipse,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
eclipse + eclipse,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
sun + metal,1,0,1,8,4,4,12,0,25,25,0:100,0.0,1.0,True
gold + sea,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
obsidian + gold,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
algae + horizon,1,0,1,4,0,4,25,0,25,25,0:100,nan,1.0,False
horizon + eclipse,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
moon + eclipse,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
gold + gold,1,0,1,2,1,1,50,0,100,100,0:100,0.0,1.0,False
gold + water,1,0,1,2,1,1,50,0,100,100,0:100,0.0,1.0,False
moon + gold,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
gold + skyscraper,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
air + gold,1,0,1,2,1,1,50,0,100,100,0:100,0.0,1.0,False
earth + gold,1,0,1,2,1,1,50,0,100,100,0:100,0.0,1.0,False
wall + skyscraper,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
archipelago + horizon,1,0,1,2,0,2,50,0,50,50,0:100,nan,1.0,False
isle + earth,1,0,1,11,6,5,9,0,20,20,0:100,0.0,0.45,False
archipelago + moon,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
sun + sword,1,0,1,2,0,2,50,0,50,50,0:100,nan,1.0,False
swamp + archipelago,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
swamp + sun,1,0,1,4,2,2,25,0,50,50,0:100,0.0,1.0,False
skyscraper + skyscraper,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,True
isle + night,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
city + night,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
city + moon,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
mud + city,1,0,1,22,14,8,5,0,12,12,0:100,0.0,0.36,False
sky + city,1,0,1,6,4,2,17,0,50,50,0:100,0.0,0.33,False
blade + archipelago,1,0,1,3,1,2,33,0,50,50,0:100,0.0,1.0,False
tide + city,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
swamp + isle,1,0,1,2,1,1,50,0,100,100,0:100,0.0,1.0,False
moon + swamp,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
horizon + skyscraper,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
sword + metal,1,0,1,7,3,4,14,0,25,25,0:100,0.0,1.0,False
garden + archipelago,1,0,1,5,1,4,20,0,25,25,0:100,0.0,1.0,False
gold + ocean,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
stone + gold,1,0,1,2,1,1,50,0,100,100,0:100,0.0,1.0,False
gold + volcano,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
isle + mud,1,0,1,9,5,4,11,0,25,25,0:100,0.0,0.44,False
house + skyscraper,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
wall + sun,1,0,1,4,2,2,25,0,50,50,0:100,0.0,1.0,False
air + archipelago,1,0,1,9,4,5,11,0,20,20,0:100,0.0,1.0,False
gold + rain,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
pond + grass,1,0,1,10,4,6,10,0,17,17,0:100,0.0,1.0,False
dew + sky,1,0,1,5,0,5,20,0,20,20,0:100,nan,1.0,False
dew + night,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
moon + dew,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
pressure + dew,1,0,1,7,2,5,14,0,20,20,0:100,0.0,1.0,False
dew + air,1,0,1,16,5,11,6,0,9,9,0:100,0.0,1.0,False
dew + plant,1,0,1,16,5,11,6,0,9,9,0:100,0.0,1.0,False
grass + scissors,1,0,1,4,2,2,25,0,50,50,0:100,0.0,1.0,False
cloud + dew,1,0,1,8,2,6,12,0,17,17,0:100,0.0,1.0,False
dew + steam,1,0,1,15,5,10,7,0,10,10,0:100,0.0,1.0,False
tide + plant,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
blade + plant,1,0,1,6,4,2,17,0,50,50,0:100,0.0,0.33,False
plant + house,1,0,1,13,8,5,8,0,20,20,0:100,0.0,0.38,False
plant + horizon,1,0,1,7,0,7,14,0,14,14,0:100,nan,1.0,False
electricity + cloud,1,0,1,6,2,4,17,0,25,25,0:100,0.0,1.0,True
horizon + hay,1,0,1,3,0,3,33,0,33,33,0:100,nan,1.0,False
hay + hay,1,0,1,5,1,4,20,0,25,25,0:100,0.0,1.0,True
house + hay,1,0,1,2,0,2,50,0,50,50,0:100,nan,1.0,True
grass + barn,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
moon + storm,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
flood + storm,1,0,1,8,5,3,12,0,33,33,0:100,0.0,0.38,False
garden + wind,1,0,1,14,6,8,7,0,12,12,0:100,0.0,1.0,False
storm + archipelago,1,0,1,2,1,1,50,0,100,100,0:100,0.0,1.0,False
ash + gold,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
ash + algae,1,0,1,11,5,6,9,0,17,17,0:100,0.0,1.0,False
hay + hay bale,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
garden + barn,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
ash + sea,1,0,1,11,7,4,9,0,25,25,0:100,0.0,0.36,False
tide + storm,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
skyscraper + storm,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
cotton + fire,1,0,1,5,2,3,20,0,33,33,0:100,0.0,1.0,False
fog + dust,1,0,1,15,11,4,7,0,25,25,0:100,0.0,0.27,False
air + cotton,1,0,1,5,2,3,20,0,33,33,0:100,0.0,1.0,False
sun + gunpowder,1,0,1,5,2,3,20,0,33,33,0:100,0.0,1.0,False
sun + plant,1,0,1,8,4,4,12,0,25,25,0:100,0.0,1.0,True
day + plant,1,0,1,5,3,2,20,0,50,50,0:100,0.0,0.4,False
geyser + sun,1,0,1,5,2,3,20,0,33,33,0:100,0.0,1.0,False
earthquake + sun,1,0,1,7,2,5,14,0,20,20,0:100,0.0,1.0,False
dust + hay,1,0,1,4,1,3,25,0,33,33,0:100,0.0,1.0,False
sun + garden,1,0,1,5,3,2,20,0,50,50,0:100,0.0,0.4,False
water + lake,1,0,1,4,2,2,25,0,50,50,0:100,0.0,1.0,False
fire + lake,1,0,1,4,2,2,25,0,50,50,0:100,0.0,1.0,False
lake + algae,1,0,1,3,1,2,33,0,50,50,0:100,0.0,1.0,False
lake + garden,1,0,1,3,1,2,33,0,50,50,0:100,0.0,1.0,False
pond + sun,1,0,1,4,2,2,25,0,50,50,0:100,0.0,1.0,False
flower + pond,1,0,1,3,1,2,33,0,50,50,0:100,0.0,1.0,True
cloud + flower,1,0,1,4,2,2,25,0,50,50,0:100,0.0,1.0,False
lake + lake,1,0,1,4,2,2,25,0,50,50,0:100,0.0,1.0,False
lava + lake,1,0,1,4,2,2,25,0,50,50,0:100,0.0,1.0,False
fire + pond,1,0,1,11,4,7,9,0,14,14,0:100,0.0,1.0,False
earth + sun,1,0,1,14,7,7,7,0,14,14,0:100,0.0,1.0,False
water lily + water lily,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
water lily + flower,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
water lily + hay,1,0,1,1,0,1,100,0,100,100,0:100,nan,1.0,False
