id,trial,inventory,first,second,success,results 
31,46,15,156,3,1,[525]
31,47,15,525,200,0,-1
31,48,15,525,0,0,-1
31,49,15,525,2,0,-1
31,50,15,376,525,0,-1
31,51,15,266,525,0,-1
31,52,15,325,525,0,-1
31,53,15,484,525,0,-1
31,54,15,376,1,0,-1
31,55,15,525,364,0,-1
31,56,15,453,525,0,-1
31,57,15,376,156,0,-1
31,58,15,453,453,0,-1
31,59,16,2,3,1,[144]
31,60,16,314,144,0,-1
31,61,17,144,1,1,[223]
31,62,17,144,223,0,-1
31,63,17,156,144,0,-1
31,64,17,223,62,0,-1
31,65,17,223,453,0,-1
31,66,17,223,525,0,-1
31,67,17,144,525,0,-1
31,68,17,144,3,0,-1
31,69,17,223,364,0,-1
31,70,17,325,223,0,-1
31,71,17,0,223,0,-1
31,72,17,223,266,0,-1
31,73,17,325,144,0,-1
31,74,18,156,525,1,[246]
31,75,18,156,246,0,-1
31,76,18,246,266,0,-1
31,77,18,156,325,0,-1
31,78,18,2,246,0,-1
31,79,18,314,246,0,-1
31,80,18,246,246,0,-1
31,81,18,144,246,0,-1
31,82,18,246,325,0,-1
31,83,18,376,246,0,-1
31,84,18,246,3,0,-1
31,85,18,246,453,0,-1
31,86,18,223,2,0,-1
31,87,18,144,200,0,-1
31,88,18,144,266,0,-1
31,89,18,314,525,0,-1
31,90,18,376,3,0,-1
31,91,19,1,223,1,[160]
31,92,20,156,160,1,[25]
31,93,20,156,25,0,-1
31,94,20,160,25,0,-1
31,95,20,200,160,0,-1
31,96,20,246,160,0,-1
31,97,20,25,2,0,-1
31,98,20,25,525,0,-1
31,99,20,200,25,0,-1
31,100,20,62,25,0,-1
31,101,20,25,144,0,-1
32,0,5,0,1,1,[453]
32,1,6,453,2,1,[200]
32,2,7,3,0,1,[376]
32,3,8,2,3,1,[144]
32,4,9,2,1,1,[266]
32,5,9,3,200,0,-1
32,6,9,376,0,0,-1
32,7,9,453,1,0,-1
32,8,10,453,3,1,[104]
32,9,11,2,0,1,[314]
32,10,11,104,0,1,[376]
33,0,5,0,3,1,[376]
33,1,6,2,1,1,[266]
33,2,7,3,1,1,[156]
33,3,7,156,376,0,-1
33,4,7,376,3,0,-1
33,5,8,0,1,1,[453]
33,6,8,156,266,0,-1
33,7,8,376,266,0,-1
33,8,9,2,0,1,[314]
33,9,9,0,453,0,-1
33,10,9,156,1,0,-1
33,11,9,1,376,0,-1
33,12,10,2,266,1,[506]
33,13,11,3,156,1,[525]
33,14,11,525,0,0,-1
33,15,11,525,1,0,-1
33,16,11,506,376,0,-1
33,17,11,525,376,0,-1
33,18,12,2,156,1,[147]
33,19,12,147,156,0,-1
33,20,13,147,2,1,[309]
33,21,13,506,309,0,-1
33,22,13,147,309,0,-1
33,23,13,525,309,0,-1
33,24,13,147,0,0,-1
33,25,14,314,1,1,[62]
33,26,14,62,1,0,-1
33,27,14,147,62,0,-1
33,28,14,147,3,0,-1
33,29,14,62,506,0,-1
33,30,14,62,0,0,-1
33,31,14,314,309,0,-1
33,32,14,309,453,0,-1
33,33,14,453,525,0,-1
33,34,14,147,506,0,-1
33,35,15,3,2,1,[144]
33,36,15,144,266,0,-1
33,37,15,62,144,0,-1
33,38,15,266,309,1,[506]
33,39,15,376,453,0,-1
33,40,15,453,506,0,-1
33,41,15,506,525,0,-1
33,42,15,0,506,0,-1
33,43,15,0,144,0,-1
33,44,15,506,3,0,-1
33,45,16,0,266,1,[325]
33,46,16,325,0,0,-1
33,47,16,266,325,0,-1
33,48,16,506,1,0,-1
33,49,16,506,325,0,-1
33,50,16,325,144,0,-1
33,51,16,325,156,0,-1
33,52,16,1,147,0,-1
33,53,16,325,62,0,-1
34,0,5,0,3,1,[376]
34,1,5,376,3,0,-1
34,2,6,2,1,1,[266]
34,3,6,376,266,0,-1
34,4,7,0,266,1,[325]
34,5,7,2,325,0,-1
34,6,7,0,325,0,-1
34,7,7,1,1,0,-1
34,8,7,325,1,0,-1
34,9,7,325,325,0,-1
34,10,8,0,1,1,[453]
34,11,8,453,325,0,-1
34,12,9,2,453,1,[200]
34,13,9,200,1,0,-1
34,14,9,325,200,0,-1
34,15,9,200,200,0,-1
34,16,9,1,453,0,-1
34,17,9,453,266,0,-1
34,18,9,266,325,0,-1
34,19,10,2,3,1,[144]
34,20,11,2,266,1,[506]
34,21,12,2,376,1,[364]
34,22,12,506,200,0,-1
34,23,13,1,364,1,[484]
34,24,14,144,1,1,[223]
34,25,14,266,223,0,-1
34,26,15,364,0,1,[8]
34,27,15,484,200,0,-1
34,28,15,223,144,0,-1
34,29,15,266,144,0,-1
34,30,15,506,453,0,-1
34,31,15,3,8,0,-1
34,32,15,484,0,0,-1
34,33,15,364,376,0,-1
34,34,15,506,223,0,-1
34,35,15,144,506,0,-1
34,36,15,0,223,0,-1
34,37,15,1,8,0,-1
34,38,15,325,376,0,-1
34,39,15,506,325,0,-1
34,40,15,2,200,0,-1
34,41,15,200,266,0,-1
34,42,16,0,0,1,[409]
34,43,17,2,2,1,[369]
34,44,17,369,409,0,-1
34,45,17,369,1,0,-1
34,46,17,369,369,0,-1
34,47,17,369,2,0,-1
34,48,17,2,409,0,-1
34,49,18,364,369,1,[105]
34,50,18,105,1,0,-1
34,51,18,105,3,0,-1
34,52,19,1,409,1,[396]
34,53,19,396,0,0,-1
34,54,19,396,266,0,-1
34,55,19,396,1,0,-1
34,56,20,266,369,1,[213]
34,57,20,213,1,0,-1
34,58,20,213,0,0,-1
34,59,20,213,409,0,-1
34,60,20,105,213,0,-1
34,61,20,2,105,0,-1
34,62,20,223,484,0,-1
34,63,20,266,105,0,-1
34,64,20,396,409,0,-1
34,65,20,2,506,0,-1
34,66,20,200,3,0,-1
34,67,20,369,396,0,-1
34,68,20,213,369,0,-1
34,69,20,213,266,0,-1
34,70,20,484,1,0,-1
34,71,20,3,484,0,-1
34,72,20,3,3,1,[369]
34,73,20,8,8,0,-1
34,74,20,105,105,0,-1
34,75,20,144,144,0,-1
34,76,21,2,364,1,[214]
34,77,22,364,214,1,[198]
34,78,23,0,198,1,[366]
34,79,23,214,200,0,-1
34,80,24,214,0,1,[127]
34,81,24,3,127,0,-1
34,82,24,453,127,0,-1
34,83,24,214,127,0,-1
34,84,24,127,8,0,-1
34,85,24,127,1,0,-1
34,86,24,2,127,0,-1
34,87,24,198,2,0,-1
34,88,24,266,198,0,-1
34,89,24,409,8,0,-1
34,90,24,8,0,0,-1
34,91,24,366,396,0,-1
34,92,24,144,3,0,-1
34,93,24,198,198,0,-1
34,94,24,214,214,0,-1
34,95,24,213,213,0,-1
34,96,24,213,214,0,-1
34,97,24,213,366,0,-1
34,98,24,396,213,0,-1
34,99,24,484,127,0,-1
34,100,24,223,366,0,-1
34,101,24,223,409,0,-1
34,102,24,409,144,0,-1
34,103,24,2,8,0,-1
34,104,24,2,213,0,-1
34,105,24,2,214,0,-1
34,106,24,366,364,0,-1
34,107,24,127,506,0,-1
34,108,24,325,198,0,-1
34,109,24,506,1,0,-1
34,110,24,366,2,0,-1
34,111,24,2,396,0,-1
34,112,24,2,484,0,-1
34,113,25,0,2,1,[314]
34,114,26,314,1,1,[62]
34,115,26,62,314,0,-1
34,116,26,62,1,0,-1
34,117,27,314,364,1,[469]
34,118,27,469,0,0,-1
34,119,27,62,2,0,-1
34,120,27,62,469,0,-1
34,121,27,469,144,0,-1
34,122,27,213,314,0,-1
34,123,27,2,314,0,-1
34,124,27,469,8,0,-1
34,125,27,469,469,0,-1
34,126,27,366,366,0,-1
34,127,27,409,366,0,-1
34,128,27,0,105,0,-1
34,129,27,314,3,0,-1
34,130,27,314,266,0,-1
34,131,27,314,200,0,-1
34,132,27,453,314,0,-1
34,133,27,469,105,0,-1
34,134,27,213,3,0,-1
34,135,27,484,409,0,-1
34,136,27,62,409,0,-1
34,137,27,364,469,0,-1
34,138,27,2,469,0,-1
34,139,27,127,376,0,-1
34,140,27,506,506,0,-1
34,141,27,506,0,0,-1
34,142,28,409,506,1,[255]
34,143,28,255,506,0,-1
34,144,28,255,214,0,-1
34,145,28,255,376,0,-1
34,146,28,255,62,0,-1
34,147,28,506,62,0,-1
34,148,28,255,364,0,-1
34,149,28,255,200,0,-1
34,150,28,255,144,0,-1
34,151,28,255,1,0,-1
34,152,28,62,213,0,-1
34,153,28,213,255,0,-1
34,154,28,3,255,0,-1
34,155,28,314,314,0,-1
34,156,29,62,62,1,[509]
34,157,30,509,509,1,[243]
34,158,30,243,255,0,-1
34,159,30,2,243,0,-1
34,160,30,62,509,0,-1
34,161,30,243,409,0,-1
34,162,31,243,243,1,[505]
34,163,31,505,2,0,-1
34,164,32,505,505,1,[101]
34,165,32,101,101,0,-1
34,166,32,255,101,0,-1
34,167,32,101,2,0,-1
34,168,32,243,101,0,-1
34,169,32,509,101,0,-1
34,170,32,409,101,0,-1
34,171,32,243,505,0,-1
34,172,32,505,101,0,-1
34,173,32,198,101,0,-1
34,174,32,213,243,0,-1
34,175,32,369,101,0,-1
34,176,32,266,101,0,-1
34,177,32,325,101,0,-1
34,178,32,214,101,0,-1
34,179,32,214,505,0,-1
34,180,32,213,505,0,-1
34,181,32,369,0,0,-1
34,182,32,453,453,0,-1
34,183,32,213,509,0,-1
34,184,32,101,376,0,-1
35,0,5,1,3,1,[156]
35,1,6,156,0,1,[453]
35,2,6,156,156,0,-1
35,3,6,156,453,0,-1
35,4,7,3,2,1,[144]
35,5,8,1,144,1,[223]
35,6,8,223,156,0,-1
35,7,8,0,1,1,[453]
35,8,8,223,144,0,-1
35,9,8,3,223,0,-1
35,10,9,2,2,1,[369]
35,11,9,369,144,0,-1
35,12,9,2,144,0,-1
35,13,9,0,369,0,-1
35,14,9,453,369,0,-1
35,15,9,1,369,0,-1
35,16,10,0,0,1,[409]
35,17,10,1,1,0,-1
35,18,10,3,3,1,[369]
35,19,10,144,144,0,-1
35,20,10,223,223,0,-1
35,21,10,156,369,0,-1
35,22,11,409,409,1,[326]
35,23,11,326,326,0,-1
35,24,11,326,409,0,-1
35,25,11,0,409,1,[326]
35,26,12,1,409,1,[396]
35,27,12,396,156,0,-1
35,28,12,396,396,0,-1
35,29,12,453,453,0,-1
35,30,12,396,326,0,-1
35,31,12,369,326,0,-1
35,32,12,144,396,0,-1
35,33,12,223,396,0,-1
35,34,12,223,453,0,-1
35,35,13,2,0,1,[314]
35,36,13,314,326,0,-1
35,37,13,314,396,0,-1
35,38,13,369,396,0,-1
35,39,13,314,369,0,-1
35,40,13,409,453,0,-1
35,41,13,326,0,0,-1
35,42,13,453,0,0,-1
35,43,14,314,1,1,[62]
35,44,14,2,62,0,-1
35,45,15,62,62,1,[509]
35,46,16,509,509,1,[243]
35,47,17,243,243,1,[505]
35,48,18,505,505,1,[101]
35,49,18,101,101,0,-1
35,50,18,243,101,0,-1
35,51,18,101,2,0,-1
35,52,18,0,243,0,-1
35,53,18,314,62,0,-1
35,54,18,101,396,0,-1
35,55,18,505,101,0,-1
35,56,18,509,0,0,-1
35,57,18,509,1,0,-1
35,58,18,101,156,0,-1
35,59,19,2,1,1,[266]
35,60,20,266,0,1,[325]
35,61,20,1,325,0,-1
35,62,20,325,325,0,-1
35,63,20,369,325,0,-1
35,64,20,266,266,0,-1
35,65,20,509,266,0,-1
35,66,20,325,266,0,-1
35,67,21,3,0,1,[376]
35,68,22,376,376,1,[179]
35,69,22,179,505,0,-1
35,70,22,179,179,0,-1
35,71,23,3,156,1,[525]
35,72,23,525,525,0,-1
35,73,23,223,525,0,-1
35,74,23,509,525,0,-1
35,75,24,525,409,1,[517]
35,76,24,517,525,0,-1
35,77,24,517,266,0,-1
35,78,24,101,525,0,-1
35,79,24,517,62,0,-1
35,80,24,505,453,0,-1
35,81,24,223,2,0,-1
35,82,25,243,525,1,[527]
35,83,25,527,1,0,-1
35,84,25,527,527,0,-1
35,85,25,505,527,0,-1
35,86,25,326,266,0,-1
35,87,25,243,527,0,-1
35,88,25,527,101,0,-1
35,89,25,396,527,0,-1
35,90,25,517,527,0,-1
35,91,25,453,376,0,-1
35,92,25,509,376,0,-1
35,93,25,3,527,0,-1
35,94,25,3,525,0,-1
35,95,25,369,527,0,-1
35,96,25,525,505,0,-1
35,97,25,101,509,0,-1
36,0,5,2,0,1,[314]
36,1,6,314,1,1,[62]
36,2,7,3,0,1,[376]
36,3,7,2,62,0,-1
36,4,8,1,0,1,[453]
36,5,9,2,376,1,[364]
36,6,9,364,453,0,-1
36,7,10,2,364,1,[214]
36,8,11,214,314,1,[469]
36,9,12,1,364,1,[484]
36,10,12,62,1,0,-1
36,11,12,469,0,0,-1
36,12,12,214,484,0,-1
36,13,13,453,2,1,[200]
36,14,13,200,1,0,-1
36,15,13,376,3,0,-1
36,16,13,364,200,0,-1
36,17,13,364,376,0,-1
36,18,13,214,2,0,-1
36,19,13,2,484,0,-1
36,20,13,200,469,0,-1
36,21,13,200,314,0,-1
36,22,13,62,453,0,-1
36,23,13,453,376,0,-1
36,24,14,3,453,1,[104]
36,25,14,1,104,0,-1
36,26,14,104,0,1,[376]
36,27,14,214,376,0,-1
36,28,14,453,484,0,-1
36,29,14,1,469,0,-1
36,30,14,2,469,0,-1
36,31,14,104,484,0,-1
36,32,14,453,104,0,-1
36,33,15,3,104,1,[424]
36,34,16,1,424,1,[462]
36,35,16,3,462,0,-1
36,36,16,0,462,0,-1
36,37,16,462,453,0,-1
36,38,16,314,462,1,[62]
36,39,16,424,364,0,-1
36,40,17,462,424,1,[125]
36,41,17,125,3,0,-1
36,42,17,214,453,0,-1
36,43,17,125,424,0,-1
36,44,17,1,125,0,-1
36,45,17,484,62,0,-1
36,46,17,0,125,0,-1
36,47,18,462,376,1,[377]
36,48,18,424,377,0,-1
36,49,19,1,2,1,[266]
36,50,20,0,266,1,[325]
36,51,20,104,325,0,-1
36,52,20,453,1,0,-1
36,53,20,377,3,0,-1
36,54,21,266,3,1,[458]
36,55,22,1,458,1,[294]
36,56,22,266,294,0,-1
36,57,22,294,2,0,-1
36,58,22,2,458,0,-1
36,59,22,0,294,0,-1
36,60,22,294,325,0,-1
36,61,22,314,62,0,-1
36,62,22,1,1,0,-1
36,63,22,462,1,0,-1
36,64,22,458,469,0,-1
36,65,22,62,125,0,-1
36,66,22,266,125,0,-1
36,67,22,266,314,0,-1
36,68,22,377,325,0,-1
36,69,22,104,266,0,-1
36,70,22,376,424,0,-1
36,71,22,376,377,0,-1
36,72,22,377,266,0,-1
36,73,22,266,325,0,-1
36,74,23,2,266,1,[506]
36,75,23,506,125,0,-1
36,76,23,458,506,0,-1
36,77,23,506,462,0,-1
36,78,23,2,506,0,-1
36,79,23,104,506,0,-1
36,80,23,506,294,0,-1
36,81,23,484,424,0,-1
36,82,24,364,0,1,[8]
36,83,24,8,453,0,-1
36,84,24,484,8,0,-1
36,85,24,462,8,0,-1
36,86,24,266,8,0,-1
36,87,24,1,8,0,-1
36,88,24,2,8,0,-1
36,89,24,325,2,0,-1
36,90,24,506,266,0,-1
36,91,24,8,314,0,-1
36,92,24,3,200,0,-1
37,0,5,0,2,1,[314]
37,1,6,1,0,1,[453]
37,2,6,453,314,0,-1
37,3,7,3,2,1,[144]
37,4,8,1,2,1,[266]
37,5,9,266,0,1,[325]
37,6,9,3,144,0,-1
37,7,10,453,3,1,[104]
37,8,11,3,104,1,[424]
37,9,12,2,424,1,[238]
37,10,12,104,238,0,-1
37,11,13,424,1,1,[462]
37,12,13,453,462,0,-1
37,13,13,238,144,0,-1
37,14,13,325,453,0,-1
37,15,14,0,104,1,[376]
37,16,14,1,376,0,-1
37,17,15,462,314,1,[62]
37,18,15,462,104,0,-1
37,19,15,238,376,0,-1
37,20,15,62,3,0,-1
37,21,15,325,314,0,-1
37,22,15,424,104,0,-1
37,23,15,104,144,0,-1
37,24,15,462,0,0,-1
37,25,16,1,144,1,[223]
37,26,16,462,325,0,-1
37,27,17,223,1,1,[160]
37,28,17,462,160,0,-1
37,29,17,2,160,0,-1
37,30,17,0,325,0,-1
37,31,17,160,3,0,-1
37,32,17,144,223,0,-1
37,33,17,62,104,0,-1
37,34,17,266,325,0,-1
37,35,17,266,314,0,-1
37,36,17,238,314,0,-1
37,37,17,238,424,0,-1
38,0,5,0,1,1,[453]
38,1,6,2,1,1,[266]
38,2,7,3,453,1,[104]
38,3,8,0,2,1,[314]
38,4,8,266,314,0,-1
38,5,9,2,104,1,[185]
38,6,10,3,1,1,[156]
38,7,10,266,156,0,-1
38,8,10,1,453,0,-1
38,9,11,156,3,1,[525]
38,10,11,0,525,0,-1
38,11,12,156,2,1,[147]
38,12,13,2,147,1,[309]
38,13,14,156,525,1,[246]
38,14,14,104,147,0,-1
38,15,15,309,1,1,[506]
38,16,15,506,246,0,-1
38,17,16,314,1,1,[62]
38,18,16,156,62,0,-1
38,19,16,525,266,0,-1
38,20,16,185,3,0,-1
38,21,16,506,266,0,-1
38,22,16,246,0,0,-1
38,23,16,2,62,0,-1
38,24,16,314,156,0,-1
38,25,16,314,246,0,-1
38,26,16,506,147,0,-1
38,27,16,185,2,0,-1
38,28,16,104,1,0,-1
38,29,16,453,266,0,-1
38,30,16,525,62,0,-1
38,31,16,1,1,0,-1
38,32,16,1,62,0,-1
38,33,17,0,104,1,[376]
38,34,17,376,314,0,-1
38,35,17,376,104,0,-1
38,36,17,309,156,0,-1
38,37,18,266,3,1,[458]
38,38,18,266,458,0,-1
38,39,18,156,458,0,-1
38,40,18,458,0,0,-1
38,41,18,309,3,0,-1
38,42,19,506,156,1,[22]
38,43,19,458,22,0,-1
38,44,19,22,1,0,-1
38,45,19,376,147,0,-1
38,46,19,309,2,0,-1
38,47,20,104,156,1,[459]
38,48,20,3,459,0,-1
38,49,20,246,525,0,-1
38,50,20,458,459,0,-1
38,51,20,266,2,1,[506]
38,52,20,156,246,0,-1
38,53,20,506,0,0,-1
38,54,20,22,62,0,-1
38,55,20,459,314,0,-1
38,56,20,22,104,0,-1
38,57,20,22,147,0,-1
38,58,20,22,156,0,-1
38,59,20,0,185,0,-1
38,60,20,104,309,0,-1
38,61,20,506,453,0,-1
38,62,21,3,104,1,[424]
38,63,21,424,0,0,-1
38,64,21,147,424,0,-1
38,65,21,506,459,0,-1
38,66,21,3,62,0,-1
38,67,21,156,459,0,-1
38,68,21,424,453,0,-1
38,69,21,3,424,0,-1
38,70,21,2,458,0,-1
38,71,22,266,0,1,[325]
38,72,22,325,156,0,-1
38,73,22,314,525,0,-1
38,74,22,156,424,0,-1
38,75,23,376,309,1,[382]
38,76,23,382,325,0,-1
38,77,23,506,525,0,-1
39,0,5,1,3,1,[156]
39,1,6,156,0,1,[453]
39,2,7,453,2,1,[200]
39,3,7,200,453,0,-1
39,4,7,1,0,1,[453]
39,5,8,2,2,1,[369]
39,6,8,156,369,0,-1
39,7,9,3,2,1,[144]
39,8,10,0,2,1,[314]
39,9,10,156,144,0,-1
39,10,10,314,0,0,-1
39,11,11,0,3,1,[376]
39,12,11,376,1,0,-1
39,13,11,1,1,0,-1
39,14,11,376,453,0,-1
39,15,12,2,376,1,[364]
39,16,12,364,376,0,-1
39,17,13,364,2,1,[214]
39,18,13,3,144,0,-1
39,19,13,369,200,0,-1
39,20,13,376,156,0,-1
39,21,14,0,214,1,[127]
39,22,14,0,127,0,-1
39,23,14,3,127,0,-1
39,24,14,1,214,0,-1
39,25,14,214,2,0,-1
39,26,15,156,3,1,[525]
39,27,15,453,525,0,-1
39,28,15,3,525,0,-1
39,29,15,200,2,0,-1
39,30,16,3,453,1,[104]
39,31,16,104,376,0,-1
39,32,16,104,0,1,[376]
39,33,16,369,2,0,-1
39,34,17,314,214,1,[469]
39,35,17,469,144,0,-1
39,36,17,364,469,0,-1
39,37,17,453,1,0,-1
39,38,18,104,2,1,[185]
40,0,5,0,1,1,[453]
40,1,6,0,2,1,[314]
40,2,7,1,2,1,[266]
40,3,8,3,0,1,[376]
40,4,9,3,1,1,[156]
40,5,10,3,2,1,[144]
40,6,10,156,0,1,[453]
40,7,10,453,453,0,-1
40,8,11,0,0,1,[409]
40,9,11,1,1,0,-1
40,10,12,2,266,1,[506]
40,11,12,266,266,0,-1
40,12,13,2,2,1,[369]
40,13,13,3,3,1,[369]
40,14,13,144,144,0,-1
40,15,13,156,156,0,-1
40,16,13,314,314,0,-1
40,17,13,453,376,0,-1
40,18,13,0,144,0,-1
40,19,14,0,266,1,[325]
40,20,14,0,314,0,-1
40,21,14,0,325,0,-1
40,22,14,0,369,0,-1
40,23,14,0,376,0,-1
40,24,15,0,409,1,[326]
40,25,15,0,453,0,-1
40,26,15,0,506,0,-1
40,27,16,1,144,1,[223]
40,28,16,1,156,0,-1
40,29,17,1,223,1,[160]
40,30,17,1,160,0,-1
40,31,17,1,266,0,-1
40,32,18,1,314,1,[62]
40,33,18,1,325,0,-1
40,34,19,1,326,1,[396]
40,35,19,1,369,0,-1
40,36,19,1,376,0,-1
40,37,19,1,396,0,-1
40,38,19,1,409,1,[396]
40,39,19,1,453,0,-1
40,40,19,1,506,0,-1
40,41,19,2,62,0,-1
40,42,19,2,144,0,-1
40,43,20,2,156,1,[147]
40,44,21,2,147,1,[309]
40,45,21,2,160,0,-1
40,46,21,2,223,0,-1
40,47,21,2,309,0,-1
40,48,21,2,314,0,-1
40,49,21,2,325,0,-1
40,50,21,2,326,0,-1
40,51,21,2,369,0,-1
40,52,22,2,376,1,[364]
40,53,23,2,364,1,[214]
40,54,23,2,214,0,-1
40,55,23,2,396,0,-1
40,56,23,2,409,0,-1
40,57,23,2,506,0,-1
40,58,24,2,453,1,[200]
40,59,24,2,200,0,-1
40,60,24,3,62,0,-1
40,61,24,3,144,0,-1
40,62,24,3,147,0,-1
40,63,25,3,156,1,[525]
40,64,25,3,160,0,-1
40,65,25,3,200,0,-1
40,66,25,3,214,0,-1
40,67,25,3,223,0,-1
40,68,26,3,266,1,[458]
40,69,26,3,309,0,-1
40,70,26,3,314,0,-1
40,71,26,3,325,0,-1
40,72,26,3,326,0,-1
40,73,26,3,364,0,-1
40,74,27,3,369,1,[24]
40,75,27,3,24,0,-1
40,76,27,3,376,0,-1
40,77,27,396,3,0,-1
40,78,27,409,3,0,-1
40,79,28,3,453,1,[104]
40,80,28,376,104,0,-1
40,81,28,0,104,1,[376]
40,82,29,458,3,1,[397]
40,83,29,397,3,0,-1
40,84,30,397,525,1,[143]
40,85,30,506,3,0,-1
40,86,30,525,3,0,-1
40,87,30,24,0,0,-1
40,88,31,62,62,1,[509]
40,89,31,62,0,0,-1
40,90,32,397,409,1,[43]
40,91,32,509,104,0,-1
40,92,33,509,509,1,[243]
40,93,34,243,243,1,[505]
40,94,35,505,505,1,[101]
40,95,35,101,101,0,-1
40,96,35,325,325,0,-1
40,97,35,156,24,0,-1
40,98,36,104,156,1,[459]
40,99,36,459,459,0,-1
40,100,36,525,525,0,-1
40,101,36,369,369,0,-1
40,102,36,214,214,0,-1
40,103,37,364,364,1,[198]
40,104,37,198,198,0,-1
40,105,37,2,198,0,-1
40,106,38,397,397,1,[126]
40,107,38,126,126,0,-1
40,108,38,126,143,0,-1
40,109,38,458,458,0,-1
40,110,38,458,2,0,-1
40,111,39,326,506,1,[255]
40,112,39,506,409,1,[255]
40,113,39,326,255,0,-1
40,114,39,243,43,0,-1
40,115,39,2,24,0,-1
40,116,39,104,525,0,-1
40,117,39,160,101,0,-1
40,118,39,223,223,0,-1
40,119,39,369,376,0,-1
40,120,39,525,147,0,-1
40,121,39,214,364,1,[198]
40,122,39,214,198,0,-1
40,123,40,0,126,1,[324]
40,124,40,324,0,0,-1
40,125,40,62,325,0,-1
40,126,40,324,324,0,-1
40,127,40,364,324,0,-1
40,128,41,255,255,1,[19]
40,129,41,19,19,0,-1
40,130,41,326,19,0,-1
40,131,41,266,309,1,[506]
40,132,42,156,525,1,[246]
40,133,42,156,246,0,-1
40,134,42,246,246,0,-1
40,135,43,1,397,1,[206]
40,136,44,0,206,1,[18]
40,137,45,206,206,1,[207]
40,138,45,147,207,0,-1
40,139,45,1,206,0,-1
40,140,45,206,2,0,-1
40,141,45,206,3,0,-1
40,142,45,18,18,0,-1
40,143,45,397,0,1,[43]
40,144,45,397,2,0,-1
40,145,45,246,101,0,-1
40,146,45,243,255,0,-1
40,147,46,3,104,1,[424]
40,148,47,1,424,1,[462]
40,149,48,207,462,1,[465]
40,150,48,104,424,0,-1
40,151,49,458,1,1,[294]
40,152,49,294,243,0,-1
40,153,50,462,424,1,[125]
40,154,50,125,125,0,-1
40,155,50,156,458,0,-1
40,156,50,462,462,0,-1
40,157,50,125,462,0,-1
40,158,51,156,294,1,[154]
40,159,51,0,294,0,-1
40,160,51,294,326,0,-1
40,161,51,154,154,0,-1
40,162,51,154,243,0,-1
40,163,52,154,294,1,[529]
40,164,53,154,206,1,[275]
40,165,53,156,206,0,-1
40,166,54,294,160,1,[219]
40,167,55,223,294,1,[65]
40,168,56,294,65,1,[222]
40,169,56,222,219,0,-1
40,170,56,222,65,0,-1
40,171,56,219,219,0,-1
40,172,56,219,294,0,-1
40,173,56,219,160,0,-1
40,174,56,294,62,0,-1
40,175,56,243,206,0,-1
40,176,57,206,397,1,[242]
40,177,57,242,125,0,-1
40,178,57,242,242,0,-1
40,179,57,206,462,0,-1
40,180,57,462,458,0,-1
40,181,57,200,1,0,-1
40,182,57,24,458,0,-1
40,183,58,222,0,1,[513]
40,184,59,222,1,1,[177]
40,185,59,222,222,0,-1
40,186,59,222,2,0,-1
40,187,59,222,3,0,-1
40,188,59,65,65,0,-1
40,189,59,65,1,0,-1
40,190,59,294,206,1,[207]
40,191,59,509,294,0,-1
40,192,59,529,529,0,-1
40,193,59,154,529,0,-1
40,194,59,294,529,0,-1
40,195,59,1,177,0,-1
40,196,59,465,465,0,-1
40,197,59,465,207,0,-1
40,198,60,294,458,1,[52]
40,199,60,1,52,0,-1
40,200,60,52,65,0,-1
40,201,61,52,52,1,[406]
40,202,61,406,406,0,-1
40,203,61,52,406,0,-1
40,204,61,458,325,0,-1
40,205,61,62,52,0,-1
40,206,61,177,52,0,-1
40,207,61,52,0,0,-1
40,208,61,52,156,0,-1
40,209,62,52,154,1,[53]
40,210,62,53,52,0,-1
40,211,62,53,65,0,-1
40,212,62,53,1,0,-1
40,213,62,222,53,0,-1
40,214,62,406,214,0,-1
40,215,62,406,198,0,-1
40,216,62,53,529,0,-1
41,0,5,2,3,1,[144]
41,1,6,144,1,1,[223]
41,2,6,0,223,0,-1
41,3,7,2,0,1,[314]
41,4,8,1,2,1,[266]
41,5,9,3,0,1,[376]
41,6,10,2,266,1,[506]
41,7,10,0,506,0,-1
41,8,11,314,1,1,[62]
41,9,11,266,223,0,-1
41,10,11,223,376,0,-1
41,11,11,144,0,0,-1
42,0,5,1,0,1,[453]
42,1,6,453,2,1,[200]
42,2,7,2,0,1,[314]
42,3,7,314,200,0,-1
42,4,8,3,453,1,[104]
42,5,9,104,0,1,[376]
42,6,9,104,376,0,-1
42,7,9,3,200,0,-1
42,8,10,3,104,1,[424]
42,9,10,0,453,0,-1
42,10,10,0,376,0,-1
42,11,10,1,104,0,-1
42,12,11,2,1,1,[266]
42,13,11,200,266,0,-1
42,14,11,266,1,0,-1
42,15,11,200,376,0,-1
42,16,11,104,266,0,-1
42,17,12,266,2,1,[506]
42,18,12,376,506,0,-1
42,19,12,506,0,0,-1
42,20,12,314,104,0,-1
42,21,13,2,3,1,[144]
42,22,13,0,144,0,-1
42,23,13,104,144,0,-1
42,24,13,144,314,0,-1
42,25,13,144,506,0,-1
42,26,14,144,1,1,[223]
42,27,14,2,223,0,-1
42,28,14,144,223,0,-1
42,29,15,1,223,1,[160]
42,30,15,506,160,0,-1
42,31,15,2,160,0,-1
42,32,15,223,223,0,-1
42,33,15,223,266,0,-1
42,34,15,424,0,0,-1
