id,trial,inventory,first,second,success,results,emp_value,group,age
C-0,0,5,0,1,1,[453],4.0,Children,9.0
C-0,1,6,3,2,1,[144],2.0,Children,9.0
C-0,2,7,1,3,1,[156],14.0,Children,9.0
C-0,3,7,156,453,0,-1,0.0,Children,9.0
C-0,4,7,0,156,1,[453],4.0,Children,9.0
C-0,5,8,2,156,1,[147],2.0,Children,9.0
C-0,6,8,147,0,0,-1,0.0,Children,9.0
C-0,7,8,1,453,0,-1,0.0,Children,9.0
C-0,8,9,0,2,1,[314],4.0,Children,9.0
C-0,9,9,453,314,0,-1,0.0,Children,9.0
C-0,10,9,147,314,0,-1,0.0,Children,9.0
C-0,11,9,144,147,0,-1,0.0,Children,9.0
C-0,12,9,156,314,0,-1,0.0,Children,9.0
C-0,13,10,0,3,1,[376],9.0,Children,9.0
C-0,14,10,0,144,0,-1,0.0,Children,9.0
C-0,15,10,0,314,0,-1,0.0,Children,9.0
C-0,16,10,0,453,0,-1,0.0,Children,9.0
C-0,17,10,314,376,0,-1,0.0,Children,9.0
C-0,18,11,1,2,1,[266],6.0,Children,9.0
C-0,19,12,266,0,1,[325],0.0,Children,9.0
C-0,20,12,325,0,0,-1,0.0,Children,9.0
C-0,21,12,376,325,0,-1,0.0,Children,9.0
C-0,22,12,147,325,0,-1,0.0,Children,9.0
C-0,23,12,147,266,0,-1,0.0,Children,9.0
C-0,24,13,266,3,1,[458],13.0,Children,9.0
C-0,25,13,147,458,0,-1,0.0,Children,9.0
C-0,26,14,1,458,1,[294],24.0,Children,9.0
C-0,27,15,294,156,1,[154],15.0,Children,9.0
C-0,28,15,0,154,0,-1,0.0,Children,9.0
C-0,29,15,458,154,0,-1,0.0,Children,9.0
C-0,30,15,1,294,0,-1,0.0,Children,9.0
C-0,31,15,294,266,0,-1,0.0,Children,9.0
C-0,32,15,294,325,0,-1,0.0,Children,9.0
C-1,0,5,1,0,1,[453],4.0,Children,12.0
C-1,1,6,1,3,1,[156],14.0,Children,12.0
C-1,2,7,2,0,1,[314],4.0,Children,12.0
C-1,3,7,0,314,0,-1,0.0,Children,12.0
C-1,4,7,156,0,1,[453],4.0,Children,12.0
C-1,5,7,1,453,0,-1,0.0,Children,12.0
C-1,6,8,1,2,1,[266],6.0,Children,12.0
C-1,7,8,1,156,0,-1,0.0,Children,12.0
C-1,8,8,1,266,0,-1,0.0,Children,12.0
C-1,9,9,1,314,1,[62],2.0,Children,12.0
C-1,10,9,1,62,0,-1,0.0,Children,12.0
C-1,11,10,0,3,1,[376],9.0,Children,12.0
C-1,12,10,0,62,0,-1,0.0,Children,12.0
C-1,13,11,0,266,1,[325],0.0,Children,12.0
C-1,14,11,0,325,0,-1,0.0,Children,12.0
C-1,15,11,0,376,0,-1,0.0,Children,12.0
C-1,16,11,0,453,0,-1,0.0,Children,12.0
C-1,17,12,2,3,1,[144],2.0,Children,12.0
C-1,18,12,3,62,0,-1,0.0,Children,12.0
C-1,19,12,3,144,0,-1,0.0,Children,12.0
C-1,20,13,3,156,1,[525],7.0,Children,12.0
C-1,21,14,3,266,1,[458],13.0,Children,12.0
C-1,22,14,3,314,0,-1,0.0,Children,12.0
C-1,23,14,3,325,0,-1,0.0,Children,12.0
C-1,24,14,3,376,0,-1,0.0,Children,12.0
C-1,25,15,3,453,1,[104],7.0,Children,12.0
C-1,26,16,3,458,1,[397],12.0,Children,12.0
C-1,27,16,3,397,0,-1,0.0,Children,12.0
C-1,28,16,3,525,0,-1,0.0,Children,12.0
C-1,29,16,1,525,0,-1,0.0,Children,12.0
C-1,30,17,1,458,1,[294],24.0,Children,12.0
C-1,31,17,1,294,0,-1,0.0,Children,12.0
C-1,32,18,1,397,1,[206],10.0,Children,12.0
C-1,33,18,1,376,0,-1,0.0,Children,12.0
C-1,34,18,1,325,0,-1,0.0,Children,12.0
C-1,35,18,1,206,0,-1,0.0,Children,12.0
C-1,36,19,206,206,1,[207],6.0,Children,12.0
C-1,37,20,206,0,1,[18],0.0,Children,12.0
C-1,38,20,294,207,0,-1,0.0,Children,12.0
C-1,39,21,0,0,1,[409],21.0,Children,12.0
C-1,40,21,1,1,0,-1,0.0,Children,12.0
C-1,41,22,2,2,1,[369],8.0,Children,12.0
C-1,42,22,3,3,1,[369],8.0,Children,12.0
C-1,43,22,18,18,0,-1,0.0,Children,12.0
C-1,44,23,62,62,1,[509],3.0,Children,12.0
C-1,45,24,509,509,1,[243],16.0,Children,12.0
C-1,46,25,243,243,1,[505],1.0,Children,12.0
C-1,47,26,505,505,1,[101],2.0,Children,12.0
C-1,48,26,101,101,0,-1,0.0,Children,12.0
C-1,49,26,104,104,0,-1,0.0,Children,12.0
C-1,50,26,144,144,0,-1,0.0,Children,12.0
C-1,51,26,453,104,0,-1,0.0,Children,12.0
C-1,52,27,3,104,1,[424],15.0,Children,12.0
C-1,53,27,376,104,0,-1,0.0,Children,12.0
C-1,54,28,156,104,1,[459],3.0,Children,12.0
C-1,55,28,459,459,0,-1,0.0,Children,12.0
C-1,56,28,376,459,0,-1,0.0,Children,12.0
C-1,57,28,156,156,0,-1,0.0,Children,12.0
C-1,58,28,207,207,0,-1,0.0,Children,12.0
C-1,59,28,266,266,0,-1,0.0,Children,12.0
C-1,60,28,294,294,0,-1,0.0,Children,12.0
C-1,61,28,314,314,0,-1,0.0,Children,12.0
C-1,62,28,325,325,0,-1,0.0,Children,12.0
C-1,63,28,369,369,0,-1,0.0,Children,12.0
C-1,64,29,376,376,1,[179],0.0,Children,12.0
C-1,65,30,397,397,1,[126],6.0,Children,12.0
C-1,66,30,126,126,0,-1,0.0,Children,12.0
C-1,67,31,409,409,1,[326],19.0,Children,12.0
C-1,68,31,326,326,0,-1,0.0,Children,12.0
C-1,69,31,314,2,0,-1,0.0,Children,12.0
C-1,70,31,179,179,0,-1,0.0,Children,12.0
C-1,71,31,314,179,0,-1,0.0,Children,12.0
C-1,72,31,376,397,0,-1,0.0,Children,12.0
C-1,73,32,409,424,1,[238],0.0,Children,12.0
C-1,74,32,238,238,0,-1,0.0,Children,12.0
C-1,75,32,104,238,0,-1,0.0,Children,12.0
C-1,76,32,459,238,0,-1,0.0,Children,12.0
C-1,77,32,104,459,0,-1,0.0,Children,12.0
C-1,78,32,458,458,0,-1,0.0,Children,12.0
C-1,79,32,2,458,0,-1,0.0,Children,12.0
C-1,80,33,294,458,1,[52],11.0,Children,12.0
C-1,81,34,52,52,1,[406],1.0,Children,12.0
C-1,82,34,406,406,0,-1,0.0,Children,12.0
C-1,83,34,458,406,0,-1,0.0,Children,12.0
C-1,84,34,62,406,0,-1,0.0,Children,12.0
C-1,85,34,314,406,0,-1,0.0,Children,12.0
C-1,86,34,453,369,0,-1,0.0,Children,12.0
C-1,87,34,1,369,0,-1,0.0,Children,12.0
C-1,88,34,0,369,0,-1,0.0,Children,12.0
C-1,89,34,144,126,0,-1,0.0,Children,12.0
C-1,90,34,376,144,0,-1,0.0,Children,12.0
C-1,91,34,156,144,0,-1,0.0,Children,12.0
C-1,92,34,206,207,0,-1,0.0,Children,12.0
C-1,93,34,525,525,0,-1,0.0,Children,12.0
C-1,94,34,459,525,0,-1,0.0,Children,12.0
C-1,95,34,326,0,0,-1,0.0,Children,12.0
C-1,96,34,243,156,0,-1,0.0,Children,12.0
C-1,97,34,101,156,0,-1,0.0,Children,12.0
C-1,98,34,126,397,0,-1,0.0,Children,12.0
C-1,99,34,0,18,0,-1,0.0,Children,12.0
C-1,100,34,52,18,0,-1,0.0,Children,12.0
C-1,101,34,52,144,0,-1,0.0,Children,12.0
C-1,102,34,206,179,0,-1,0.0,Children,12.0
C-1,103,34,238,207,0,-1,0.0,Children,12.0
C-1,104,34,406,294,0,-1,0.0,Children,12.0
C-1,105,34,294,325,0,-1,0.0,Children,12.0
C-1,106,34,52,325,0,-1,0.0,Children,12.0
C-1,107,34,376,424,0,-1,0.0,Children,12.0
C-1,108,34,238,424,0,-1,0.0,Children,12.0
C-1,109,34,144,2,0,-1,0.0,Children,12.0
C-1,110,34,326,144,0,-1,0.0,Children,12.0
C-1,111,34,0,144,0,-1,0.0,Children,12.0
C-1,112,34,406,0,0,-1,0.0,Children,12.0
C-1,113,34,424,0,0,-1,0.0,Children,12.0
C-1,114,34,505,0,0,-1,0.0,Children,12.0
C-1,115,34,509,0,0,-1,0.0,Children,12.0
C-1,116,34,294,509,0,-1,0.0,Children,12.0
C-1,117,34,206,525,0,-1,0.0,Children,12.0
C-1,118,34,62,509,0,-1,0.0,Children,12.0
C-1,119,34,266,156,0,-1,0.0,Children,12.0
C-2,0,5,0,0,1,[409],21.0,Children,10.0
C-2,1,6,409,1,1,[396],1.0,Children,10.0
C-2,2,7,3,2,1,[144],2.0,Children,10.0
C-2,3,7,144,396,0,-1,0.0,Children,10.0
C-2,4,7,409,396,0,-1,0.0,Children,10.0
C-2,5,8,3,1,1,[156],14.0,Children,10.0
C-2,6,9,0,156,1,[453],4.0,Children,10.0
C-2,7,10,3,453,1,[104],7.0,Children,10.0
C-2,8,11,3,104,1,[424],15.0,Children,10.0
C-2,9,11,424,424,0,-1,0.0,Children,10.0
C-2,10,12,2,424,1,[238],0.0,Children,10.0
C-2,11,12,104,144,0,-1,0.0,Children,10.0
C-2,12,12,238,156,0,-1,0.0,Children,10.0
C-2,13,12,238,238,0,-1,0.0,Children,10.0
C-2,14,13,104,0,1,[376],9.0,Children,10.0
C-2,15,13,104,1,0,-1,0.0,Children,10.0
C-2,16,13,104,104,0,-1,0.0,Children,10.0
C-2,17,14,104,2,1,[185],2.0,Children,10.0
C-2,18,14,376,185,0,-1,0.0,Children,10.0
C-2,19,14,238,185,0,-1,0.0,Children,10.0
C-2,20,14,185,185,0,-1,0.0,Children,10.0
C-2,21,14,185,3,0,-1,0.0,Children,10.0
C-2,22,14,185,453,0,-1,0.0,Children,10.0
C-2,23,14,453,238,0,-1,0.0,Children,10.0
C-2,24,14,396,376,0,-1,0.0,Children,10.0
C-2,25,14,424,396,0,-1,0.0,Children,10.0
C-2,26,14,453,156,0,-1,0.0,Children,10.0
C-2,27,14,424,238,0,-1,0.0,Children,10.0
C-2,28,14,453,453,0,-1,0.0,Children,10.0
C-2,29,14,376,453,0,-1,0.0,Children,10.0
C-2,30,15,3,3,1,[369],8.0,Children,10.0
C-2,31,15,144,144,0,-1,0.0,Children,10.0
C-2,32,15,156,156,0,-1,0.0,Children,10.0
C-2,33,15,369,376,0,-1,0.0,Children,10.0
C-2,34,15,156,369,0,-1,0.0,Children,10.0
C-2,35,15,409,369,0,-1,0.0,Children,10.0
C-2,36,15,369,1,0,-1,0.0,Children,10.0
C-2,37,15,369,0,0,-1,0.0,Children,10.0
C-2,38,15,369,369,0,-1,0.0,Children,10.0
C-2,39,15,238,369,0,-1,0.0,Children,10.0
C-2,40,15,369,104,0,-1,0.0,Children,10.0
C-2,41,15,453,369,0,-1,0.0,Children,10.0
C-2,42,16,424,369,1,[24],2.0,Children,10.0
C-2,43,16,24,104,0,-1,0.0,Children,10.0
C-2,44,16,24,409,0,-1,0.0,Children,10.0
C-2,45,16,24,3,0,-1,0.0,Children,10.0
C-2,46,16,1,24,0,-1,0.0,Children,10.0
C-2,47,16,156,24,0,-1,0.0,Children,10.0
C-2,48,16,24,24,0,-1,0.0,Children,10.0
C-2,49,16,396,24,0,-1,0.0,Children,10.0
C-2,50,16,369,24,0,-1,0.0,Children,10.0
C-2,51,16,238,409,0,-1,0.0,Children,10.0
C-2,52,16,396,104,0,-1,0.0,Children,10.0
C-2,53,16,24,144,0,-1,0.0,Children,10.0
C-2,54,16,238,24,0,-1,0.0,Children,10.0
C-2,55,17,156,104,1,[459],3.0,Children,10.0
C-2,56,17,24,459,0,-1,0.0,Children,10.0
C-2,57,17,424,459,0,-1,0.0,Children,10.0
C-2,58,17,453,459,0,-1,0.0,Children,10.0
C-2,59,17,369,459,0,-1,0.0,Children,10.0
C-2,60,17,459,3,0,-1,0.0,Children,10.0
C-2,61,17,459,1,0,-1,0.0,Children,10.0
C-2,62,17,459,0,0,-1,0.0,Children,10.0
C-2,63,17,459,156,0,-1,0.0,Children,10.0
C-2,64,17,459,459,0,-1,0.0,Children,10.0
C-2,65,17,0,376,0,-1,0.0,Children,10.0
C-2,66,17,376,1,0,-1,0.0,Children,10.0
C-2,67,17,0,1,1,[453],4.0,Children,10.0
C-2,68,17,396,459,0,-1,0.0,Children,10.0
C-2,69,17,459,2,0,-1,0.0,Children,10.0
C-2,70,17,459,104,0,-1,0.0,Children,10.0
C-2,71,17,459,238,0,-1,0.0,Children,10.0
C-2,72,17,459,185,0,-1,0.0,Children,10.0
C-2,73,17,459,144,0,-1,0.0,Children,10.0
C-2,74,17,144,156,0,-1,0.0,Children,10.0
C-2,75,17,459,409,0,-1,0.0,Children,10.0
C-3,0,5,0,3,1,[376],9.0,Children,11.0
C-3,1,6,1,2,1,[266],6.0,Children,11.0
C-3,2,7,2,376,1,[364],19.0,Children,11.0
C-3,3,8,364,0,1,[8],1.0,Children,11.0
C-3,4,8,8,0,0,-1,0.0,Children,11.0
C-3,5,9,3,1,1,[156],14.0,Children,11.0
C-3,6,10,1,0,1,[453],4.0,Children,11.0
C-3,7,11,266,0,1,[325],0.0,Children,11.0
C-3,8,11,156,453,0,-1,0.0,Children,11.0
C-3,9,11,156,0,1,[453],4.0,Children,11.0
C-3,10,11,156,376,0,-1,0.0,Children,11.0
C-3,11,11,156,325,0,-1,0.0,Children,11.0
C-3,12,11,325,1,0,-1,0.0,Children,11.0
C-3,13,11,453,1,0,-1,0.0,Children,11.0
C-3,14,12,2,453,1,[200],0.0,Children,11.0
C-3,15,12,200,266,0,-1,0.0,Children,11.0
C-3,16,13,0,0,1,[409],21.0,Children,11.0
C-3,17,13,1,156,0,-1,0.0,Children,11.0
C-3,18,13,8,409,0,-1,0.0,Children,11.0
C-3,19,13,364,376,0,-1,0.0,Children,11.0
C-3,20,14,2,364,1,[214],8.0,Children,11.0
C-3,21,14,214,376,0,-1,0.0,Children,11.0
C-3,22,14,409,453,0,-1,0.0,Children,11.0
C-3,23,14,200,214,0,-1,0.0,Children,11.0
C-3,24,15,214,364,1,[198],4.0,Children,11.0
C-3,25,15,453,376,0,-1,0.0,Children,11.0
C-3,26,16,0,409,1,[326],19.0,Children,11.0
C-3,27,16,376,198,0,-1,0.0,Children,11.0
C-3,28,16,198,214,0,-1,0.0,Children,11.0
C-3,29,16,325,200,0,-1,0.0,Children,11.0
C-3,30,16,1,376,0,-1,0.0,Children,11.0
C-3,31,16,156,409,0,-1,0.0,Children,11.0
C-3,32,16,266,214,0,-1,0.0,Children,11.0
C-3,33,16,2,8,0,-1,0.0,Children,11.0
C-3,34,16,200,453,0,-1,0.0,Children,11.0
C-3,35,16,214,156,0,-1,0.0,Children,11.0
C-3,36,16,214,1,0,-1,0.0,Children,11.0
C-3,37,16,198,1,0,-1,0.0,Children,11.0
C-3,38,16,156,200,0,-1,0.0,Children,11.0
C-3,39,16,325,266,0,-1,0.0,Children,11.0
C-3,40,17,266,2,1,[506],2.0,Children,11.0
C-3,41,17,0,506,0,-1,0.0,Children,11.0
C-3,42,17,198,3,0,-1,0.0,Children,11.0
C-3,43,17,3,8,0,-1,0.0,Children,11.0
C-3,44,17,3,326,0,-1,0.0,Children,11.0
C-3,45,17,3,364,0,-1,0.0,Children,11.0
C-3,46,17,198,326,0,-1,0.0,Children,11.0
C-3,47,17,200,506,0,-1,0.0,Children,11.0
C-3,48,17,325,506,0,-1,0.0,Children,11.0
C-3,49,17,506,506,0,-1,0.0,Children,11.0
C-3,50,17,453,453,0,-1,0.0,Children,11.0
C-3,51,17,364,364,1,[198],4.0,Children,11.0
C-3,52,17,200,200,0,-1,0.0,Children,11.0
C-4,0,5,0,1,1,[453],4.0,Children,9.0
C-4,1,5,453,453,0,-1,0.0,Children,9.0
C-4,2,6,2,453,1,[200],0.0,Children,9.0
C-4,3,6,200,1,0,-1,0.0,Children,9.0
C-4,4,7,0,2,1,[314],4.0,Children,9.0
C-4,5,7,314,200,0,-1,0.0,Children,9.0
C-4,6,7,3,200,0,-1,0.0,Children,9.0
C-4,7,7,314,3,0,-1,0.0,Children,9.0
C-4,8,8,1,3,1,[156],14.0,Children,9.0
C-4,9,9,156,3,1,[525],7.0,Children,9.0
C-4,10,9,525,314,0,-1,0.0,Children,9.0
C-4,11,10,525,156,1,[246],1.0,Children,9.0
C-4,12,10,156,156,0,-1,0.0,Children,9.0
C-4,13,10,1,156,0,-1,0.0,Children,9.0
C-4,14,10,156,0,1,[453],4.0,Children,9.0
C-4,15,10,525,525,0,-1,0.0,Children,9.0
C-4,16,10,200,525,0,-1,0.0,Children,9.0
C-4,17,10,200,156,0,-1,0.0,Children,9.0
C-4,18,10,453,246,0,-1,0.0,Children,9.0
C-4,19,10,200,0,0,-1,0.0,Children,9.0
C-4,20,10,1,525,0,-1,0.0,Children,9.0
C-4,21,10,2,246,0,-1,0.0,Children,9.0
C-4,22,11,3,0,1,[376],9.0,Children,9.0
C-4,23,11,1,376,0,-1,0.0,Children,9.0
C-4,24,11,314,0,0,-1,0.0,Children,9.0
C-4,25,11,0,246,0,-1,0.0,Children,9.0
C-4,26,11,376,0,0,-1,0.0,Children,9.0
C-4,27,11,0,453,0,-1,0.0,Children,9.0
C-4,28,11,525,0,0,-1,0.0,Children,9.0
C-4,29,12,2,1,1,[266],6.0,Children,9.0
C-4,30,12,246,1,0,-1,0.0,Children,9.0
C-4,31,12,266,1,0,-1,0.0,Children,9.0
C-4,32,13,314,1,1,[62],2.0,Children,9.0
C-4,33,13,266,62,0,-1,0.0,Children,9.0
C-4,34,13,3,62,0,-1,0.0,Children,9.0
C-4,35,13,62,156,0,-1,0.0,Children,9.0
C-4,36,13,200,62,0,-1,0.0,Children,9.0
C-4,37,13,314,62,0,-1,0.0,Children,9.0
C-4,38,13,376,62,0,-1,0.0,Children,9.0
C-4,39,13,525,62,0,-1,0.0,Children,9.0
C-4,40,13,62,453,0,-1,0.0,Children,9.0
C-4,41,13,266,156,0,-1,0.0,Children,9.0
C-4,42,13,246,156,0,-1,0.0,Children,9.0
C-4,43,13,376,525,0,-1,0.0,Children,9.0
C-4,44,13,266,314,0,-1,0.0,Children,9.0
C-4,45,13,266,525,0,-1,0.0,Children,9.0
C-4,46,13,525,246,0,-1,0.0,Children,9.0
C-4,47,13,376,3,0,-1,0.0,Children,9.0
C-4,48,13,266,200,0,-1,0.0,Children,9.0
C-4,49,13,266,376,0,-1,0.0,Children,9.0
C-4,50,14,376,2,1,[364],19.0,Children,9.0
C-4,51,14,376,364,0,-1,0.0,Children,9.0
C-4,52,15,314,364,1,[469],5.0,Children,9.0
C-4,53,15,0,469,0,-1,0.0,Children,9.0
C-4,54,15,1,469,0,-1,0.0,Children,9.0
C-4,55,15,62,469,0,-1,0.0,Children,9.0
C-4,56,15,200,469,0,-1,0.0,Children,9.0
C-4,57,16,469,156,1,[273],12.0,Children,9.0
C-4,58,16,273,266,0,-1,0.0,Children,9.0
C-4,59,16,1,273,0,-1,0.0,Children,9.0
C-4,60,16,273,364,0,-1,0.0,Children,9.0
C-4,61,16,273,376,0,-1,0.0,Children,9.0
C-4,62,17,469,273,1,[30],3.0,Children,9.0
C-4,63,17,469,30,0,-1,0.0,Children,9.0
C-4,64,17,314,30,0,-1,0.0,Children,9.0
C-4,65,17,30,62,0,-1,0.0,Children,9.0
C-4,66,17,3,30,0,-1,0.0,Children,9.0
C-4,67,17,30,2,0,-1,0.0,Children,9.0
C-4,68,17,30,156,0,-1,0.0,Children,9.0
C-4,69,17,30,525,0,-1,0.0,Children,9.0
C-4,70,17,30,364,0,-1,0.0,Children,9.0
C-4,71,17,266,30,0,-1,0.0,Children,9.0
C-4,72,17,246,30,0,-1,0.0,Children,9.0
C-4,73,17,30,453,0,-1,0.0,Children,9.0
C-4,74,17,30,1,0,-1,0.0,Children,9.0
C-4,75,17,0,30,0,-1,0.0,Children,9.0
C-4,76,17,273,62,0,-1,0.0,Children,9.0
C-4,77,17,30,200,0,-1,0.0,Children,9.0
C-4,78,17,30,376,0,-1,0.0,Children,9.0
C-4,79,17,314,469,0,-1,0.0,Children,9.0
C-4,80,17,62,246,0,-1,0.0,Children,9.0
C-4,81,17,1,453,0,-1,0.0,Children,9.0
C-4,82,17,3,469,0,-1,0.0,Children,9.0
C-4,83,17,376,469,0,-1,0.0,Children,9.0
C-4,84,17,525,469,0,-1,0.0,Children,9.0
C-4,85,17,469,2,0,-1,0.0,Children,9.0
C-4,86,17,246,469,0,-1,0.0,Children,9.0
C-4,87,17,364,469,0,-1,0.0,Children,9.0
C-4,88,18,266,0,1,[325],0.0,Children,9.0
C-4,89,18,266,325,0,-1,0.0,Children,9.0
C-4,90,18,30,325,0,-1,0.0,Children,9.0
C-4,91,18,325,62,0,-1,0.0,Children,9.0
C-4,92,18,325,156,0,-1,0.0,Children,9.0
C-4,93,18,325,2,0,-1,0.0,Children,9.0
C-4,94,18,314,325,0,-1,0.0,Children,9.0
C-4,95,18,325,200,0,-1,0.0,Children,9.0
C-4,96,18,273,325,0,-1,0.0,Children,9.0
C-4,97,18,325,525,0,-1,0.0,Children,9.0
C-4,98,18,325,469,0,-1,0.0,Children,9.0
C-4,99,18,325,364,0,-1,0.0,Children,9.0
C-4,100,18,325,376,0,-1,0.0,Children,9.0
C-4,101,18,246,325,0,-1,0.0,Children,9.0
C-4,102,18,325,0,0,-1,0.0,Children,9.0
C-4,103,18,3,325,0,-1,0.0,Children,9.0
C-4,104,18,325,453,0,-1,0.0,Children,9.0
C-4,105,19,364,2,1,[214],8.0,Children,9.0
C-4,106,19,314,214,1,[469],5.0,Children,9.0
C-4,107,19,273,214,0,-1,0.0,Children,9.0
C-4,108,19,214,156,0,-1,0.0,Children,9.0
C-4,109,20,364,214,1,[198],4.0,Children,9.0
C-4,110,20,214,198,0,-1,0.0,Children,9.0
C-4,111,21,198,364,1,[181],6.0,Children,9.0
C-4,112,21,198,181,0,-1,0.0,Children,9.0
C-4,113,21,364,181,0,-1,0.0,Children,9.0
C-4,114,21,181,2,0,-1,0.0,Children,9.0
C-4,115,21,156,181,0,-1,0.0,Children,9.0
C-4,116,21,214,181,0,-1,0.0,Children,9.0
C-4,117,21,181,314,0,-1,0.0,Children,9.0
C-4,118,21,181,0,0,-1,0.0,Children,9.0
C-4,119,21,273,181,0,-1,0.0,Children,9.0
C-4,120,21,246,181,0,-1,0.0,Children,9.0
C-4,121,21,181,1,0,-1,0.0,Children,9.0
C-4,122,21,181,325,0,-1,0.0,Children,9.0
C-4,123,21,181,30,0,-1,0.0,Children,9.0
C-4,124,21,181,62,0,-1,0.0,Children,9.0
C-4,125,21,181,200,0,-1,0.0,Children,9.0
C-4,126,21,181,3,0,-1,0.0,Children,9.0
C-4,127,21,266,181,0,-1,0.0,Children,9.0
C-4,128,21,181,376,0,-1,0.0,Children,9.0
C-4,129,21,214,30,0,-1,0.0,Children,9.0
C-4,130,21,198,314,0,-1,0.0,Children,9.0
C-4,131,21,469,181,0,-1,0.0,Children,9.0
C-4,132,21,181,453,0,-1,0.0,Children,9.0
C-4,133,21,181,525,0,-1,0.0,Children,9.0
C-4,134,21,198,246,0,-1,0.0,Children,9.0
C-4,135,21,266,246,0,-1,0.0,Children,9.0
C-4,136,21,200,214,0,-1,0.0,Children,9.0
C-4,137,21,1,62,0,-1,0.0,Children,9.0
C-4,138,21,62,214,0,-1,0.0,Children,9.0
C-4,139,21,214,266,0,-1,0.0,Children,9.0
C-5,0,5,0,1,1,[453],4.0,Children,7.0
C-5,1,6,453,3,1,[104],7.0,Children,7.0
C-5,2,7,2,104,1,[185],2.0,Children,7.0
C-5,3,8,3,104,1,[424],15.0,Children,7.0
C-5,4,8,185,185,0,-1,0.0,Children,7.0
C-5,5,8,424,185,0,-1,0.0,Children,7.0
C-5,6,8,424,453,0,-1,0.0,Children,7.0
C-5,7,9,424,1,1,[462],19.0,Children,7.0
C-5,8,10,424,462,1,[125],2.0,Children,7.0
C-5,9,10,462,125,0,-1,0.0,Children,7.0
C-5,10,10,3,125,0,-1,0.0,Children,7.0
C-5,11,10,104,1,0,-1,0.0,Children,7.0
C-5,12,10,462,2,0,-1,0.0,Children,7.0
C-5,13,11,2,3,1,[144],2.0,Children,7.0
C-5,14,11,2,144,0,-1,0.0,Children,7.0
C-5,15,11,144,104,0,-1,0.0,Children,7.0
C-5,16,11,125,144,0,-1,0.0,Children,7.0
C-5,17,12,1,2,1,[266],6.0,Children,7.0
C-5,18,12,125,266,0,-1,0.0,Children,7.0
C-5,19,12,266,462,0,-1,0.0,Children,7.0
C-5,20,13,266,3,1,[458],13.0,Children,7.0
C-5,21,13,462,458,0,-1,0.0,Children,7.0
C-5,22,13,144,458,0,-1,0.0,Children,7.0
C-5,23,13,458,458,0,-1,0.0,Children,7.0
C-5,24,13,458,266,0,-1,0.0,Children,7.0
C-5,25,13,104,458,0,-1,0.0,Children,7.0
C-5,26,13,266,144,0,-1,0.0,Children,7.0
C-5,27,14,458,1,1,[294],24.0,Children,7.0
C-5,28,14,266,294,0,-1,0.0,Children,7.0
C-5,29,14,294,144,0,-1,0.0,Children,7.0
C-5,30,15,294,462,1,[211],2.0,Children,7.0
C-5,31,15,125,211,0,-1,0.0,Children,7.0
C-6,0,5,0,2,1,[314],4.0,Children,9.0
C-6,1,6,1,0,1,[453],4.0,Children,9.0
C-6,2,6,314,453,0,-1,0.0,Children,9.0
C-6,3,7,2,3,1,[144],2.0,Children,9.0
C-6,4,7,144,0,0,-1,0.0,Children,9.0
C-6,5,8,2,1,1,[266],6.0,Children,9.0
C-6,6,8,0,314,0,-1,0.0,Children,9.0
C-6,7,9,0,0,1,[409],21.0,Children,9.0
C-6,8,10,266,0,1,[325],0.0,Children,9.0
C-6,9,10,453,409,0,-1,0.0,Children,9.0
C-6,10,10,2,325,0,-1,0.0,Children,9.0
C-6,11,10,409,2,0,-1,0.0,Children,9.0
C-6,12,11,3,1,1,[156],14.0,Children,9.0
C-6,13,12,3,0,1,[376],9.0,Children,9.0
C-6,14,12,453,376,0,-1,0.0,Children,9.0
C-6,15,12,409,156,0,-1,0.0,Children,9.0
C-6,16,13,409,1,1,[396],1.0,Children,9.0
C-6,17,13,396,144,0,-1,0.0,Children,9.0
C-6,18,13,325,3,0,-1,0.0,Children,9.0
C-7,0,5,0,1,1,[453],4.0,Children,8.0
C-7,1,6,3,2,1,[144],2.0,Children,8.0
C-7,2,7,2,1,1,[266],6.0,Children,8.0
C-7,3,8,0,266,1,[325],0.0,Children,8.0
C-7,4,8,453,144,0,-1,0.0,Children,8.0
C-7,5,8,2,325,0,-1,0.0,Children,8.0
C-7,6,9,2,266,1,[506],2.0,Children,8.0
C-7,7,9,144,3,0,-1,0.0,Children,8.0
C-7,8,10,0,2,1,[314],4.0,Children,8.0
C-7,9,11,1,314,1,[62],2.0,Children,8.0
C-7,10,11,0,506,0,-1,0.0,Children,8.0
C-7,11,11,0,325,0,-1,0.0,Children,8.0
C-7,12,11,266,144,0,-1,0.0,Children,8.0
C-7,13,11,453,506,0,-1,0.0,Children,8.0
C-7,14,11,1,325,0,-1,0.0,Children,8.0
C-7,15,11,3,506,0,-1,0.0,Children,8.0
C-7,16,11,314,2,0,-1,0.0,Children,8.0
C-8,0,5,0,3,1,[376],9.0,Children,9.0
C-8,1,6,1,0,1,[453],4.0,Children,9.0
C-8,2,6,376,3,0,-1,0.0,Children,9.0
C-8,3,7,1,3,1,[156],14.0,Children,9.0
C-8,4,7,156,1,0,-1,0.0,Children,9.0
C-8,5,8,2,156,1,[147],2.0,Children,9.0
C-8,6,8,3,147,0,-1,0.0,Children,9.0
C-8,7,8,156,147,0,-1,0.0,Children,9.0
C-8,8,8,156,376,0,-1,0.0,Children,9.0
